pointname,infestationname,Year,Count,geometry,dotcolor,Notes
CBOD 18,Cold Bay Oxeye Daisy,2024,0,c(-162.713024483797, 55.2070494903752),black
CBOD 19,Cold Bay Oxeye Daisy,2024,0,c(-162.700710436367, 55.1960991750142),black
CBOD 2,Cold Bay Oxeye Daisy,2024,NA,c(-162.71299354114, 55.2070362077083),gray
CBOD 20,Cold Bay Oxeye Daisy,2024,0,c(-162.713651012832, 55.2067361086282),black
CBOD 21,Cold Bay Oxeye Daisy,2024,0,c(-162.71325440545, 55.2068093622788),black
CBOD 22,Cold Bay Oxeye Daisy,2024,0,c(-162.712825028793, 55.2065848196399),black
CBOD 23,Cold Bay Oxeye Daisy,2024,0,c(-162.709151244718, 55.2044907097307),#5FA777
CBOD 24,Cold Bay Oxeye Daisy,2024,0,c(-162.700569963016, 55.1960476714557),black
CBOD 25,Cold Bay Oxeye Daisy,2024,0,c(-162.713468955374, 55.2069847530532),#5FA777
CBOD 26,Cold Bay Oxeye Daisy,2024,4,c(-162.712829035285, 55.2067888556865),black
CBOD 27,Cold Bay Oxeye Daisy,2024,0,c(-162.713086120559, 55.2069573768001),black
CBOD 28,Cold Bay Oxeye Daisy,2024,9,c(-162.709805333579, 55.2045079977108),#FD0E35
CBOD 29,Cold Bay Oxeye Daisy,2024,7,c(-162.713152111249, 55.2067496096144),#FD0E35
CBOD 3,Cold Bay Oxeye Daisy,2024,9,c(-162.71, 55.2),black
CBOD 30,Cold Bay Oxeye Daisy,2024,1,c(-162.713072526602, 55.2068629269071),#5FA777
CBOD 31,Cold Bay Oxeye Daisy,2024,0,c(-162.797220944539, 55.1675050994597),black
CBOD 32,Cold Bay Oxeye Daisy,2024,9,c(-162.709519029727, 55.2044691638682),black
CBOD 33,Cold Bay Oxeye Daisy,2024,0,c(-162.713265985717, 55.2069640668246),#5FA777
CBOD 34,Cold Bay Oxeye Daisy,2024,0,c(-162.709552, 55.20455),#5FA777
CBOD 35,Cold Bay Oxeye Daisy,2024,0,c(-162.47428, 55.21),#5FA777
CBOD 36,Cold Bay Oxeye Daisy,2024,0,c(-162.7, 55.2),#5FA777
CBOD 37,Cold Bay Oxeye Daisy,2024,1,c(-162.709379, 55.204312),#5FA777
CBOD 38,Cold Bay Oxeye Daisy,2024,9,c(-162.71, 55.2),black
CBOD 39,Cold Bay Oxeye Daisy,2024,5,c(-162.71, 55.2),#5FA777
CBOD 4,Cold Bay Oxeye Daisy,2024,0,c(-162.713101369804, 55.2068482172714),#5FA777
CBOD 40,Cold Bay Oxeye Daisy,2024,0,c(-162.71, 55.21),#5FA777
CBOD 5,Cold Bay Oxeye Daisy,2024,0,c(-162.797201973746, 55.1675109354246),black
CBOD 6,Cold Bay Oxeye Daisy,2024,9,c(-162.709708639556, 55.2045329804517),black
CBOD 7,Cold Bay Oxeye Daisy,2024,0,c(-162.71297255093, 55.2065827039135),black
CBOD 8,Cold Bay Oxeye Daisy,2024,0,c(-162.700649860475, 55.196086121484),black
CBOD 9,Cold Bay Oxeye Daisy,2024,4.5,c(-162.713212991639, 55.2067070054571),#FD0E35
CBOH 1,Cold Bay Orange Hawkweed,2024,NA,c(-162.720865286599, 55.2032229033672),gray
CBOH 10,Cold Bay Orange Hawkweed,2024,NA,c(-162.721348090405, 55.2035213979281),gray
CBOH 100,Cold Bay Orange Hawkweed,2024,NA,c(-162.7231449583, 55.2029668951612),gray
CBOH 101,Cold Bay Orange Hawkweed,2024,3,c(-162.713399327627, 55.2044472833499),#FD0E35
CBOH 102,Cold Bay Orange Hawkweed,2024,NA,c(-162.722761668033, 55.2030670730584),gray
CBOH 103,Cold Bay Orange Hawkweed,2024,3.5,c(-162.716716671434, 55.2009517871807),#FD0E35
CBOH 104,Cold Bay Orange Hawkweed,2024,NA,c(-162.72316023561, 55.2031298552651),gray
CBOH 105,Cold Bay Orange Hawkweed,2024,NA,c(-162.723045957943, 55.2028586084762),gray
CBOH 106,Cold Bay Orange Hawkweed,2024,NA,c(-162.721700489088, 55.2010524996403),gray
CBOH 107,Cold Bay Orange Hawkweed,2024,NA,c(-162.721980904922, 55.2012770995421),gray
CBOH 108,Cold Bay Orange Hawkweed,2024,NA,c(-162.721946916054, 55.2032956163793),gray
CBOH 109,Cold Bay Orange Hawkweed,2024,0,c(-162.715600991061, 55.2007027637691),black
CBOH 11,Cold Bay Orange Hawkweed,2024,2,c(-162.716497535364, 55.2010855858911),#FD0E35
CBOH 110,Cold Bay Orange Hawkweed,2024,NA,c(-162.722068183407, 55.2023573863459),gray
CBOH 111,Cold Bay Orange Hawkweed,2024,NA,c(-162.722266343095, 55.2020277527185),gray
CBOH 112,Cold Bay Orange Hawkweed,2024,0,c(-162.716773172096, 55.2010709554031),#5FA777
CBOH 113,Cold Bay Orange Hawkweed,2024,NA,c(-162.721142884615, 55.2032130884769),gray
CBOH 114,Cold Bay Orange Hawkweed,2024,NA,c(-162.720996570715, 55.2014006868947),gray
CBOH 115,Cold Bay Orange Hawkweed,2024,NA,c(-162.722263445603, 55.2019309761991),gray
CBOH 116,Cold Bay Orange Hawkweed,2024,NA,c(-162.721514264149, 55.2033398098671),gray
CBOH 117,Cold Bay Orange Hawkweed,2024,NA,c(-162.7220035034, 55.2024368475266),gray
CBOH 118,Cold Bay Orange Hawkweed,2024,NA,c(-162.721950574622, 55.201943749428),gray
CBOH 119,Cold Bay Orange Hawkweed,2024,NA,c(-162.72096333537, 55.2035481836475),gray
CBOH 12,Cold Bay Orange Hawkweed,2024,NA,c(-162.722674287333, 55.2026365485345),gray
CBOH 120,Cold Bay Orange Hawkweed,2024,NA,c(-162.722330740758, 55.2021683797606),gray
CBOH 14,Cold Bay Orange Hawkweed,2024,NA,c(-162.722449827842, 55.2018258493625),gray
CBOH 15,Cold Bay Orange Hawkweed,2024,NA,c(-162.72203274427, 55.202788972059),gray
CBOH 16,Cold Bay Orange Hawkweed,2024,NA,c(-162.723090598556, 55.2032178427793),gray
CBOH 17,Cold Bay Orange Hawkweed,2024,NA,c(-162.722095195781, 55.2012523274781),gray
CBOH 18,Cold Bay Orange Hawkweed,2024,NA,c(-162.721747971545, 55.2030902217785),gray
CBOH 19,Cold Bay Orange Hawkweed,2024,NA,c(-162.721849537472, 55.203453549234),gray
CBOH 2,Cold Bay Orange Hawkweed,2024,NA,c(-162.721759102632, 55.2020173518294),gray
CBOH 20,Cold Bay Orange Hawkweed,2024,NA,c(-162.72226296736, 55.2028238424131),gray
CBOH 21,Cold Bay Orange Hawkweed,2024,NA,c(-162.722393503097, 55.2029020747218),gray
CBOH 23,Cold Bay Orange Hawkweed,2024,NA,c(-162.721310879307, 55.2036261834272),gray
CBOH 24,Cold Bay Orange Hawkweed,2024,NA,c(-162.722775386933, 55.2029486527828),gray
CBOH 25,Cold Bay Orange Hawkweed,2024,0,c(-162.715693316807, 55.2006932925965),black
CBOH 26,Cold Bay Orange Hawkweed,2024,NA,c(-162.721281252194, 55.2013458955857),gray
CBOH 27,Cold Bay Orange Hawkweed,2024,0,c(-162.716748879361, 55.2011578246935),black
CBOH 28,Cold Bay Orange Hawkweed,2024,0,c(-162.716691894271, 55.2008806804186),black
CBOH 29,Cold Bay Orange Hawkweed,2024,NA,c(-162.722874028608, 55.203276030197),gray
CBOH 3,Cold Bay Orange Hawkweed,2024,0,c(-162.715765677111, 55.2006367223163),black
CBOH 30,Cold Bay Orange Hawkweed,2024,NA,c(-162.721482137907, 55.2018941586127),gray
CBOH 31,Cold Bay Orange Hawkweed,2024,NA,c(-162.721777103472, 55.2033788720742),gray
CBOH 32,Cold Bay Orange Hawkweed,2024,NA,c(-162.720854668801, 55.203258287209),gray
CBOH 33,Cold Bay Orange Hawkweed,2024,NA,c(-162.721831864717, 55.2024517466322),gray
CBOH 34,Cold Bay Orange Hawkweed,2024,NA,c(-162.722133885155, 55.2019677404305),gray
CBOH 35,Cold Bay Orange Hawkweed,2024,1,c(-162.713869661689, 55.2044497182279),#FD0E35
CBOH 36,Cold Bay Orange Hawkweed,2024,NA,c(-162.721751702297, 55.2011613926901),gray
CBOH 37,Cold Bay Orange Hawkweed,2024,NA,c(-162.721026130844, 55.2014012515333),gray
CBOH 38,Cold Bay Orange Hawkweed,2024,NA,c(-162.721384145824, 55.2020083358078),gray
CBOH 39,Cold Bay Orange Hawkweed,2024,NA,c(-162.721810214284, 55.2012500726087),gray
CBOH 4,Cold Bay Orange Hawkweed,2024,0,c(-162.716712203393, 55.2011438472088),black
CBOH 40,Cold Bay Orange Hawkweed,2024,NA,c(-162.72174792392, 55.2021440065452),gray
CBOH 41,Cold Bay Orange Hawkweed,2024,NA,c(-162.721583922453, 55.2011590858849),gray
CBOH 42,Cold Bay Orange Hawkweed,2024,5,c(-162.714428211344, 55.2006040600797),#FD0E35
CBOH 43,Cold Bay Orange Hawkweed,2024,NA,c(-162.722073799465, 55.2030091826769),gray
CBOH 44,Cold Bay Orange Hawkweed,2024,0,c(-162.715357130808, 55.2007798072767),black
CBOH 45,Cold Bay Orange Hawkweed,2024,0,c(-162.714889426609, 55.2006649763131),black
CBOH 46,Cold Bay Orange Hawkweed,2024,NA,c(-162.721931980156, 55.2027122911715),gray
CBOH 47,Cold Bay Orange Hawkweed,2024,0,c(-162.716325805933, 55.2010512046593),black
CBOH 48,Cold Bay Orange Hawkweed,2024,NA,c(-162.722577855478, 55.2032551118905),gray
CBOH 49,Cold Bay Orange Hawkweed,2024,NA,c(-162.723132829926, 55.2029439906294),gray
CBOH 5,Cold Bay Orange Hawkweed,2024,NA,c(-162.721735912992, 55.201783579795),gray
CBOH 50,Cold Bay Orange Hawkweed,2024,NA,c(-162.722282525599, 55.2019028057563),gray
CBOH 51,Cold Bay Orange Hawkweed,2024,NA,c(-162.721814311593, 55.2019974780677),gray
CBOH 52,Cold Bay Orange Hawkweed,2024,NA,c(-162.721065441146, 55.2031621769095),gray
CBOH 53,Cold Bay Orange Hawkweed,2024,NA,c(-162.722353138723, 55.2027773017233),gray
CBOH 54,Cold Bay Orange Hawkweed,2024,NA,c(-162.723211496286, 55.203222188919),gray
CBOH 55,Cold Bay Orange Hawkweed,2024,NA,c(-162.722433624839, 55.2020556125238),gray
CBOH 56,Cold Bay Orange Hawkweed,2024,NA,c(-162.721600349702, 55.2018204638781),gray
CBOH 57,Cold Bay Orange Hawkweed,2024,0,c(-162.716091324879, 55.2009566815086),black
CBOH 58,Cold Bay Orange Hawkweed,2024,NA,c(-162.721399002951, 55.201327005288),gray
CBOH 59,Cold Bay Orange Hawkweed,2024,0,c(-162.716247947903, 55.2006852163099),black
CBOH 6,Cold Bay Orange Hawkweed,2024,9,c(-162.714497646302, 55.2006608406517),#FD0E35
CBOH 60,Cold Bay Orange Hawkweed,2024,NA,c(-162.72112896686, 55.2032667979243),gray
CBOH 61,Cold Bay Orange Hawkweed,2024,0,c(-162.716052863531, 55.200652058375),black
CBOH 63,Cold Bay Orange Hawkweed,2024,NA,c(-162.722124548863, 55.2028068675251),gray
CBOH 64,Cold Bay Orange Hawkweed,2024,NA,c(-162.722508637216, 55.2029225669445),gray
CBOH 65,Cold Bay Orange Hawkweed,2024,NA,c(-162.720906269472, 55.2012906705739),gray
CBOH 66,Cold Bay Orange Hawkweed,2024,0,c(-162.716769315979, 55.2012160187256),black
CBOH 67,Cold Bay Orange Hawkweed,2024,NA,c(-162.721991384115, 55.2022437101448),gray
CBOH 68,Cold Bay Orange Hawkweed,2024,0,c(-162.71642610903, 55.2010109073769),#5FA777
CBOH 69,Cold Bay Orange Hawkweed,2024,0,c(-162.715669904943, 55.2006600407136),black
CBOH 7,Cold Bay Orange Hawkweed,2024,NA,c(-162.72167664634, 55.2023412796902),gray
CBOH 70,Cold Bay Orange Hawkweed,2024,NA,c(-162.72211020055, 55.2021885888336),gray
CBOH 71,Cold Bay Orange Hawkweed,2024,NA,c(-162.721600131004, 55.2012572250648),gray
CBOH 72,Cold Bay Orange Hawkweed,2024,NA,c(-162.722364806918, 55.2022378473524),gray
CBOH 73,Cold Bay Orange Hawkweed,2024,NA,c(-162.721495679217, 55.201411142545),gray
CBOH 74,Cold Bay Orange Hawkweed,2024,NA,c(-162.723066909994, 55.2027919406496),gray
CBOH 75,Cold Bay Orange Hawkweed,2024,0,c(-162.71589763532, 55.2007517223261),black
CBOH 76,Cold Bay Orange Hawkweed,2024,NA,c(-162.721412752397, 55.2019716052613),gray
CBOH 77,Cold Bay Orange Hawkweed,2024,0,c(-162.716643846245, 55.2007908156993),black
CBOH 79,Cold Bay Orange Hawkweed,2024,NA,c(-162.72217978112, 55.2033493788534),gray
CBOH 8,Cold Bay Orange Hawkweed,2024,NA,c(-162.722195113861, 55.2024271674987),gray
CBOH 80,Cold Bay Orange Hawkweed,2024,0,c(-162.716188342083, 55.2006519375155),black
CBOH 81,Cold Bay Orange Hawkweed,2024,NA,c(-162.722002774565, 55.2020579245748),gray
CBOH 82,Cold Bay Orange Hawkweed,2024,NA,c(-162.722022397912, 55.2027459530871),gray
CBOH 83,Cold Bay Orange Hawkweed,2024,NA,c(-162.722626065348, 55.2032723776912),gray
CBOH 84,Cold Bay Orange Hawkweed,2024,NA,c(-162.72249065681, 55.2031624650088),gray
CBOH 85,Cold Bay Orange Hawkweed,2024,NA,c(-162.722879885751, 55.2030153492487),gray
CBOH 86,Cold Bay Orange Hawkweed,2024,NA,c(-162.720976036493, 55.203374885947),gray
CBOH 87,Cold Bay Orange Hawkweed,2024,NA,c(-162.723047645262, 55.2032378264783),gray
CBOH 88,Cold Bay Orange Hawkweed,2024,NA,c(-162.722480254967, 55.2027774057797),gray
CBOH 89,Cold Bay Orange Hawkweed,2024,NA,c(-162.721969654299, 55.2019739227089),gray
CBOH 9,Cold Bay Orange Hawkweed,2024,NA,c(-162.721479075741, 55.2013036252879),gray
CBOH 90,Cold Bay Orange Hawkweed,2024,NA,c(-162.721926425512, 55.2011580579868),gray
CBOH 91,Cold Bay Orange Hawkweed,2024,NA,c(-162.721992679951, 55.202404877153),gray
CBOH 92,Cold Bay Orange Hawkweed,2024,NA,c(-162.722410680983, 55.2031810738362),gray
CBOH 93,Cold Bay Orange Hawkweed,2024,0,c(-162.714630392375, 55.2005940817722),black
CBOH 94,Cold Bay Orange Hawkweed,2024,4,c(-162.715966788253, 55.2008714871599),black
CBOH 95,Cold Bay Orange Hawkweed,2024,NA,c(-162.723425288978, 55.203196143321),gray
CBOH 96,Cold Bay Orange Hawkweed,2024,NA,c(-162.722174408866, 55.2031900937391),gray
CBOH 97,Cold Bay Orange Hawkweed,2024,6,c(-162.715665393474, 55.2008282211007),#FD0E35
CBOH 98,Cold Bay Orange Hawkweed,2024,NA,c(-162.721868377731, 55.2030479540828),gray
CBOH 99,Cold Bay Orange Hawkweed,2024,1,c(-162.716885506069, 55.2009920845981),#FD0E35
UGOH 1,Ugashik Orange Hawkweed,2024,0,c(-157.018466072996, 57.5677584989667),#5FA777
UGOH 10,Ugashik Orange Hawkweed,2024,0,c(-157.014839298086, 57.5697169408632),#5FA777
UGOH 100,Ugashik Orange Hawkweed,2024,NA,c(-157.013694658522, 57.5702983507377),gray
UGOH 101,Ugashik Orange Hawkweed,2024,4,c(-157.020327922524, 57.5667616335653),#FD0E35
UGOH 102,Ugashik Orange Hawkweed,2024,0,c(-157.014748275502, 57.5697735336536),#5FA777
UGOH 103,Ugashik Orange Hawkweed,2024,0,c(-157.014362654772, 57.5697158153011),black
UGOH 104,Ugashik Orange Hawkweed,2024,1,c(-157.014747360122, 57.5697558281209),#5FA777
UGOH 105,Ugashik Orange Hawkweed,2024,4,c(-157.014242080823, 57.5694230705843),#5FA777
UGOH 106,Ugashik Orange Hawkweed,2024,3,c(-157.014070901485, 57.5697054399331),#5FA777
UGOH 107,Ugashik Orange Hawkweed,2024,0,c(-157.014769620138, 57.569569309377),black
UGOH 108,Ugashik Orange Hawkweed,2024,0,c(-157.02130913388, 57.5667234433505),#5FA777
UGOH 109,Ugashik Orange Hawkweed,2024,0,c(-157.020954734688, 57.5684071510023),black
UGOH 11,Ugashik Orange Hawkweed,2024,5,c(-157.014186361251, 57.5694748761007),#FD0E35
UGOH 110,Ugashik Orange Hawkweed,2024,2,c(-157.014696358631, 57.5695414653506),#5FA777
UGOH 111,Ugashik Orange Hawkweed,2024,0,c(-157.017318570318, 57.5680847225599),black
UGOH 112,Ugashik Orange Hawkweed,2024,0,c(-157.01421190419, 57.5693073925789),#5FA777
UGOH 113,Ugashik Orange Hawkweed,2024,1,c(-157.01423263494, 57.5693965250009),#5FA777
UGOH 114,Ugashik Orange Hawkweed,2024,1,c(-157.019647946131, 57.5671461615924),gray
UGOH 115,Ugashik Orange Hawkweed,2024,2,c(-157.018159626635, 57.5678699814258),#FD0E35
UGOH 116,Ugashik Orange Hawkweed,2024,0,c(-157.014640442216, 57.5696796168632),black
UGOH 117,Ugashik Orange Hawkweed,2024,0,c(-157.020825704, 57.5684159171194),black
UGOH 118,Ugashik Orange Hawkweed,2024,NA,c(-157.014269251255, 57.5691083665716),gray
UGOH 119,Ugashik Orange Hawkweed,2024,0,c(-157.021338718773, 57.5672117530507),black
UGOH 12,Ugashik Orange Hawkweed,2024,4,c(-157.014593851666, 57.5694416959892),#FD0E35
UGOH 120,Ugashik Orange Hawkweed,2024,0,c(-157.021208983606, 57.567959625726),black
UGOH 13,Ugashik Orange Hawkweed,2024,0,c(-157.017896952109, 57.5679899142648),#5FA777
UGOH 14,Ugashik Orange Hawkweed,2024,NA,c(-157.014065, 57.569521),gray
UGOH 15,Ugashik Orange Hawkweed,2024,1,c(-157.018251248394, 57.5678619792944),#FD0E35
UGOH 16,Ugashik Orange Hawkweed,2024,2,c(-157.019530782329, 57.5672503806947),#FD0E35
UGOH 17,Ugashik Orange Hawkweed,2024,NA,c(-157.014312414491, 57.5690522910028),gray
UGOH 18,Ugashik Orange Hawkweed,2024,NA,c(-157.014298836816, 57.5686024783208),gray
UGOH 19,Ugashik Orange Hawkweed,2024,0,c(-157.017930862176, 57.5679293708547),#5FA777
UGOH 2,Ugashik Orange Hawkweed,2024,1,c(-157.015314278007, 57.5677994653618),#5FA777
UGOH 20,Ugashik Orange Hawkweed,2024,0,c(-157.019711247974, 57.567156992774),black
UGOH 21,Ugashik Orange Hawkweed,2024,0,c(-157.019126391811, 57.5674400783424),black
UGOH 22,Ugashik Orange Hawkweed,2024,0,c(-157.014612830163, 57.5698584580216),black
UGOH 23,Ugashik Orange Hawkweed,2024,2,c(-157.017231199675, 57.5680303275743),#5FA777
UGOH 24,Ugashik Orange Hawkweed,2024,0,c(-157.01464899725, 57.5697665088725),black
UGOH 25,Ugashik Orange Hawkweed,2024,2,c(-157.02138424241, 57.5670068208025),#FD0E35
UGOH 26,Ugashik Orange Hawkweed,2024,0,c(-157.014371606797, 57.5684638048986),#5FA777
UGOH 27,Ugashik Orange Hawkweed,2024,0,c(-157.018094821373, 57.5678926288738),black
UGOH 28,Ugashik Orange Hawkweed,2024,0,c(-157.014630517984, 57.5695172953993),#5FA777
UGOH 29,Ugashik Orange Hawkweed,2024,0,c(-157.020059343433, 57.5669603978073),gray
UGOH 3,Ugashik Orange Hawkweed,2024,5,c(-157.01420226867, 57.5693795950874),gray
UGOH 30,Ugashik Orange Hawkweed,2024,4,c(-157.014552904526, 57.5682442646747),#5FA777
UGOH 31,Ugashik Orange Hawkweed,2024,0,c(-157.018383187488, 57.5677446295836),black
UGOH 32,Ugashik Orange Hawkweed,2024,0,c(-157.014013469757, 57.5697840909041),#5FA777
UGOH 33,Ugashik Orange Hawkweed,2024,0,c(-157.013515486176, 57.5705337097254),black
UGOH 34,Ugashik Orange Hawkweed,2024,0,c(-157.021271420844, 57.5674134568304),#5FA777
UGOH 35,Ugashik Orange Hawkweed,2024,1,c(-157.020768517727, 57.5664931248208),#FD0E35
UGOH 36,Ugashik Orange Hawkweed,2024,0,c(-157.02102361783, 57.5682249989871),black
UGOH 37,Ugashik Orange Hawkweed,2024,0,c(-157.014506309453, 57.5697103976544),black
UGOH 38,Ugashik Orange Hawkweed,2024,3,c(-157.018634667355, 57.5676354607925),#FD0E35
UGOH 39,Ugashik Orange Hawkweed,2024,1,c(-157.014763986388, 57.5697920951576),#5FA777
UGOH 4,Ugashik Orange Hawkweed,2024,0,c(-157.012154263695, 57.5709105981475),gray
UGOH 40,Ugashik Orange Hawkweed,2024,0,c(-157.016518084783, 57.5694165496734),black
UGOH 41,Ugashik Orange Hawkweed,2024,4,c(-157.021249412567, 57.5666091252768),#FD0E35
UGOH 42,Ugashik Orange Hawkweed,2024,0,c(-157.021186090407, 57.5665533557513),#5FA777
UGOH 43,Ugashik Orange Hawkweed,2024,0,c(-157.015111090257, 57.5694522345005),black
UGOH 44,Ugashik Orange Hawkweed,2024,1,c(-157.014031202828, 57.5696441355765),gray
UGOH 45,Ugashik Orange Hawkweed,2024,NA,c(-157.01397, 57.569686),gray
UGOH 46,Ugashik Orange Hawkweed,2024,0,c(-157.019426754795, 57.5673131065905),gray
UGOH 47,Ugashik Orange Hawkweed,2024,5,c(-157.014323244901, 57.5693586214237),#5FA777
UGOH 48,Ugashik Orange Hawkweed,2024,NA,c(-157.013995, 57.569653),gray
UGOH 49,Ugashik Orange Hawkweed,2024,0,c(-157.018344263725, 57.5677644095644),black
UGOH 5,Ugashik Orange Hawkweed,2024,0,c(-157.015906941945, 57.5683450069141),gray
UGOH 50,Ugashik Orange Hawkweed,2024,0,c(-157.012523401914, 57.5708567681634),black
UGOH 51,Ugashik Orange Hawkweed,2024,1,c(-157.014917784326, 57.5697264465164),#FD0E35
UGOH 52,Ugashik Orange Hawkweed,2024,NA,c(-157.013845844647, 57.5700942043943),gray
UGOH 53,Ugashik Orange Hawkweed,2024,4,c(-157.018560650602, 57.5676759784146),#FD0E35
UGOH 54,Ugashik Orange Hawkweed,2024,0,c(-157.020911821616, 57.5683164767491),black
UGOH 55,Ugashik Orange Hawkweed,2024,0,c(-157.021322034592, 57.5670577050688),#5FA777
UGOH 56,Ugashik Orange Hawkweed,2024,0,c(-157.01502882591, 57.5693415086678),black
UGOH 57,Ugashik Orange Hawkweed,2024,0,c(-157.014722279894, 57.5698552885248),black
UGOH 58,Ugashik Orange Hawkweed,2024,0,c(-157.015046647476, 57.5694016608772),#5FA777
UGOH 59,Ugashik Orange Hawkweed,2024,NA,c(-157.013744, 57.57008),gray
UGOH 6,Ugashik Orange Hawkweed,2024,0,c(-157.02117683376, 57.5673915259741),black
UGOH 60,Ugashik Orange Hawkweed,2024,6,c(-157.015939243402, 57.5677710183648),#5FA777
UGOH 61,Ugashik Orange Hawkweed,2024,0,c(-157.014998882497, 57.5694248200575),#5FA777
UGOH 62,Ugashik Orange Hawkweed,2024,3,c(-157.014283748422, 57.5691045902648),#FD0E35
UGOH 63,Ugashik Orange Hawkweed,2024,0,c(-157.018802359342, 57.5675623006827),gray
UGOH 64,Ugashik Orange Hawkweed,2024,6,c(-157.015788220346, 57.5677798527757),#FD0E35
UGOH 65,Ugashik Orange Hawkweed,2024,2,c(-157.014824165943, 57.569810628425),#FD0E35
UGOH 66,Ugashik Orange Hawkweed,2024,0,c(-157.017769172092, 57.568019745968),gray
UGOH 67,Ugashik Orange Hawkweed,2024,0,c(-157.021102535297, 57.5680970408424),black
UGOH 68,Ugashik Orange Hawkweed,2024,0,c(-157.015093882229, 57.5678406053997),gray
UGOH 69,Ugashik Orange Hawkweed,2024,9,c(-157.014048397505, 57.5698159996785),black
UGOH 7,Ugashik Orange Hawkweed,2024,1,c(-157.014815231965, 57.5697966760339),#5FA777
UGOH 70,Ugashik Orange Hawkweed,2024,0,c(-157.017517476987, 57.5680919403764),gray
UGOH 71,Ugashik Orange Hawkweed,2024,1,c(-157.014864978642, 57.56796983815),gray
UGOH 72,Ugashik Orange Hawkweed,2024,2,c(-157.018178268045, 57.5678781087467),#FD0E35
UGOH 73,Ugashik Orange Hawkweed,2024,3,c(-157.021303073514, 57.5666654473404),black
UGOH 74,Ugashik Orange Hawkweed,2024,9,c(-157.015791765787, 57.5694047969364),#FD0E35
UGOH 75,Ugashik Orange Hawkweed,2024,1,c(-157.013005655595, 57.5707457048373),gray
UGOH 76,Ugashik Orange Hawkweed,2024,0,c(-157.020859157326, 57.5682963294554),black
UGOH 77,Ugashik Orange Hawkweed,2024,7,c(-157.018269267823, 57.5678110601701),#FD0E35
UGOH 78,Ugashik Orange Hawkweed,2024,NA,c(-157.014073, 57.569393),gray
UGOH 79,Ugashik Orange Hawkweed,2024,0,c(-157.017636184026, 57.5680927998208),#5FA777
UGOH 8,Ugashik Orange Hawkweed,2024,0,c(-157.021312538927, 57.567051457482),gray
UGOH 80,Ugashik Orange Hawkweed,2024,8,c(-157.021400682522, 57.5669644477492),#FD0E35
UGOH 81,Ugashik Orange Hawkweed,2024,0,c(-157.021198354346, 57.5670820656982),gray
UGOH 82,Ugashik Orange Hawkweed,2024,NA,c(-157.014915920999, 57.5698818929153),gray
UGOH 83,Ugashik Orange Hawkweed,2024,1,c(-157.01993643361, 57.567037878094),#FD0E35
UGOH 84,Ugashik Orange Hawkweed,2024,0,c(-157.019613174347, 57.5671779560485),black
UGOH 85,Ugashik Orange Hawkweed,2024,0,c(-157.018908193614, 57.567506501536),black
UGOH 86,Ugashik Orange Hawkweed,2024,NA,c(-157.014434463273, 57.56896845757),gray
UGOH 87,Ugashik Orange Hawkweed,2024,0,c(-157.017619542805, 57.5681241411348),black
UGOH 88,Ugashik Orange Hawkweed,2024,4,c(-157.01601692531, 57.5678711251704),#FD0E35
UGOH 89,Ugashik Orange Hawkweed,2024,0,c(-157.014685051875, 57.5696162155391),#5FA777
UGOH 9,Ugashik Orange Hawkweed,2024,0,c(-157.021264504478, 57.5671966210645),#5FA777
UGOH 90,Ugashik Orange Hawkweed,2024,0,c(-157.017875556626, 57.5680392747259),#5FA777
UGOH 91,Ugashik Orange Hawkweed,2024,0,c(-157.021302717631, 57.5676736287007),black
UGOH 92,Ugashik Orange Hawkweed,2024,1,c(-157.01472233911, 57.5696262021335),black
UGOH 93,Ugashik Orange Hawkweed,2024,0,c(-157.019037804195, 57.5674620468274),gray
UGOH 94,Ugashik Orange Hawkweed,2024,0,c(-157.018718286455, 57.5676301790586),#5FA777
UGOH 95,Ugashik Orange Hawkweed,2024,9,c(-157.015688663292, 57.5694147571728),black
UGOH 96,Ugashik Orange Hawkweed,2024,0,c(-157.021327441602, 57.5670706940137),black
UGOH 97,Ugashik Orange Hawkweed,2024,7,c(-157.014115, 57.569504),gray
UGOH 98,Ugashik Orange Hawkweed,2024,0,c(-157.018017419506, 57.5680029926651),gray
UGOH 99,Ugashik Orange Hawkweed,2024,0,c(-157.020909274143, 57.5685821660402),black
